SEKVENS;KODE;NIVEAU;TITEL;GENERELLE_NOTER;INKLUDERER;INKLUDERER_OGSÅ;EKSKLUDERER;PARAGRAF;MÅLEENHED
591;"279000";5;Fremstilling af andet elektrisk udstyr;Branchen omfatter fremstilling af forskelligt elektrisk udstyr, fx batteriopladere, elektriske skilte og signaludstyr, strømforsyninger, forlængerledninger mv.;"- Fremstilling af batteriopladere, fast form
- Fremstilling af døråbnings- og -lukkemekanismer, elektriske
- Fremstilling af ringeanlæg
- Fremstilling af forlængerledninger fremstillet af indkøbte isolerede ledninger
- Fremstilling af ultralydsrengøringsmaskiner (undtagen laboratorie- og tandlægemaskiner)
- Fremstilling af ensrettere i fast form, rektificeringsapparater, brændselsceller samt reguleret og ikke-reguleret strømforsyning
- Fremstilling af uafbrudt strømforsyning (UPS)
- Fremstilling af stødspændingsbeskyttere
- Fremstilling af ledninger til apparater, forlængerledninger og andre sæt med elektriske ledninger og isolerede ledninger og konnektorer
- Fremstilling af kul- og grafitelektroder, kontakter og andre elektriske kul- og grafitprodukter
- Fremstilling af partikelacceleratorer
- Fremstilling af elektriske kondensatorer, modstande og lignende komponenter
- Fremstilling af elektromagneter
- Fremstilling af sirener
- Fremstilling af elektroniske pointtavler
- Fremstilling af elektriske skilte
- Fremstilling af elektrisk signaludstyr som fx lyssignaler og fodgængersignaler
- Fremstilling af elektriske isolatorer (undtagen glas eller porcelæn), basismetalrør og fittings
- Fremstilling af elektrosvejsnings- og loddeudstyr, herunder håndholdte loddekolber";;"- Fremstilling af elektriske isolatorer af porcelæn, jf. <ref>23.43.00</ref>
- Fremstilling af kul- og grafitfibre og -produkter (undtagen elektroder og elektriske apparater), jf. <ref>23.99.90</ref>
- Fremstilling af elektroniske ensrettere af komponenttypen, spændingsregulerende integrerede kredsløb, strømkonverterende integrerede kredsløb, elektroniske kondensatorer, elektroniske modstande og lignende enheder, jf. <ref>26.11.00</ref>
- Fremstilling af transformere, motorer, generatorer, koblingsudstyr, relæer og industrielle styresystemer, jf. <ref>27.1</ref>
- Fremstilling af batterier, jf. <ref>27.20.00</ref>
- Fremstilling af kommunikations- og energiledninger, strømførende og ikke-strømførende ledningsnetenheder, jf. <ref>27.3</ref>
- Fremstilling af belysningsudstyr, jf. <ref>27.40.00</ref>
- Fremstilling af apparater til husholdningsbrug, jf. <ref>27.5</ref>
- Fremstilling af ikke-elektrisk svejse- og loddeudstyr, jf. <ref>28.29.00</ref>
- Fremstilling af kul- og grafitpakninger, jf. <ref>28.29.00</ref>
- Fremstilling af elektrisk udstyr til motorkøretøjer som fx generatorer, vekselstrømsgeneratorer, tændrør, tændingsledninger, elrude- og -dørsystemer og spændingsregulatorer, jf. <ref>29.31.00</ref>";;
592;"28";2;Fremstilling af maskiner og udstyr i.a.n.;"Denne hovedgruppe omfatter fremstilling af maskiner og udstyr, der fungerer uafhængigt på materialer enten mekanisk eller termisk eller udfører behandling af materialer (som fx håndtering, sprøjtning, vejning eller emballering), herunder mekaniske dele hertil, som frembringer og anvender kraft samt specialfremstillede primærdele. Hovedgruppen omfatter faste og mobile eller håndholdte maskiner, uanset om de anvendes inden for industri, bygge- og anlægsvirksomhed, landbrug eller er til brug i hjemmet. Fremstilling af specialudstyr til passager- og godstransport inden for afgrænsede lokaliteter hører også til hovedgruppen. 

Hovedgruppen omfatter ikke fremstilling af metalprodukter til almindelig brug (hovedgruppe <ref>25</ref>), tilhørende kontroludstyr, it-udstyr, måle- og afprøvningsudstyr, elektriske fordelings- og kontrolapparater (hovedgruppe <ref>26</ref> og <ref>27</ref>) og motorkøretøjer til almindelig brug (hovedgruppe <ref>29</ref> og <ref>30</ref>). 

I denne hovedgruppe sondres mellem fremstilling af maskiner til specielle formål, dvs. maskiner, der udelukkende anvendes i en NACE-branche eller en lille klynge af NACE-brancher, og maskiner til generelle formål, dvs. maskiner, som anvendes inden for en lang række NACE-brancher. 

Hovedgruppen omfatter også maskiner til specielle formål, som ikke er indeholdt andetsteds i klassifikationen, uanset om de anvendes i en fremstillingsproces som fx forlystelser til markedspladser, automatisk udstyr til bowlingbaner mv.";;;;;
593;"28.1";3;Fremstilling af maskiner til generelle formål;Denne gruppe omfatter fremstilling af maskiner til generelle formål, dvs. maskiner, der anvendes inden for en lang række NACE-brancher. Dette kan omfatte fremstilling af dele, der anvendes til fremstilling af en række andre maskiner eller fremstilling af maskiner, der understøtter driften i andre virksomheder.;;;;;
594;"28.11";4;Fremstilling af motorer og turbiner undtagen motorer til flyvemaskiner, motorkøretøjer og knallerter;;;;;;
595;"281110";5;Fremstilling af vindmøller og dele hertil;Branchen omfatter fremstilling, opstilling og reparation af vindmøller og dele til vindmøller.;"- Fremstilling af vindmøller og dele hertil
- Opstilling og reparation af vindmøller";;;;
596;"281190";5;Fremstilling af motorer og turbiner undtagen motorer til vindmøller, flyvemaskiner, motorkøretøjer og knallerter;Branchen omfatter fremstilling motorer fx bådmotor, lokomotiver, forbrændingsstempelmotorer, dampturbiner. Omfatter ikke motorer til vindmøller (28.11.10), flyvemaskiner (30.30.00), motorkøretøjer (29.10.00) eller knallerter (30.91.00).;"- Fremstilling af forbrændingsstempelmotorer undtagen motorer til motorkøretøjer, flyvemaskiner og knallerter:
- Bådmotorer
- Lokomotivmotorer
- Fremstilling af stempler, stempelringe, karburatorer o.l. til alle forbrændingsmotorer, dieselmotorer mv.
- Fremstilling af indsugnings- og udstødningsventiler til forbrændingsmotorer
- Fremstilling af turbiner og dele hertil:
- Dampturbiner o.l.
- Hydrauliske turbiner, vandhjul og reguleringsanordninger hertil
- Gasturbiner undtagen turbojet- og turbopropmotorer til fly
- Fremstilling af kombinerede kedler og turbiner
- Fremstilling af turbogeneratorer
- Fremstilling af motorer til industrielle anvendelser";;"- Fremstilling af elektriske generatorer (undtagen turbinegeneratorer), jf.<ref>27.11.00</ref>
- Fremstilling af drivmaskinegeneratorer (undtagen turbinegeneratorenheder), jf.<ref>27.11.00</ref>
- Fremstilling af elektrisk udstyr og komponenter til forbrændingsmotorer, jf.<ref>27.90.00</ref>
- Fremstilling af elektrisk udstyr og komponenter, jf.<ref>29.31.00</ref>
- Fremstilling af motorer til motorkøretøjer, flyvemaskiner eller knallerter, jf.<ref>29.10.00</ref>,<ref>30.30.00</ref>og<ref>30.91.00</ref>
- Fremstilling af turbojet- og turbopropmotorer, jf.<ref>30.30.00</ref>";;
597;"28.12";4;Fremstilling af hydraulisk udstyr;;;;;;
598;"281200";5;Fremstilling af hydraulisk udstyr;Branchen omfatter fremstilling af hydrauliske pumper, motorer, systemer og transmissionsudstyr mv.;"- Fremstilling af hydrauliske og pneumatiske komponenter (herunder hydrauliske pumper, hydrauliske motorer, hydrauliske og pneumatiske cylindere, hydrauliske og pneumatiske ventiler, hydrauliske og pneumatiske slanger og fittings)
- Fremstilling af luftpræpareringsudstyr til brug i pneumatiske systemer
- Fremstilling af hydrauliske systemer
- Fremstilling af hydraulisk transmissionsudstyr
- Fremstilling af hydrostatiske transmissioner";;"- Fremstilling af kompressorer, jf.<ref>28.13.00</ref>
- Fremstilling af pumper til ikke-hydrauliske anvendelser, jf.<ref>28.13.00</ref>
- Fremstilling af ventiler til ikke-hydrauliske anvendelser, jf.<ref>28.14.00</ref>
- Fremstilling af mekanisk transmissionsudstyr, jf.<ref>28.15.00</ref>";;
599;"28.13";4;Fremstilling af andre pumper og kompressorer;;;;;;
600;"281300";5;Fremstilling af andre pumper og kompressorer;Branchen omfatter fremstilling af luft-eller vakuumpumper, pumper til væsker og brændstofpumper til motorkøretøjer.;"- Fremstilling af luft- eller vakuumpumper, luft- eller andre gaskompressorer
- Fremstilling af pumper til væsker, uanset om de er forsynet med et måleinstrument
- Fremstilling af pumper, der er udviklet til fastmontering på forbrændingsmotorer: olie-, vand- og brændstofpumper til motorkøretøjer mv.";- Fremstilling af håndpumper;- Fremstilling af hydraulisk og pneumatisk udstyr, jf.<ref>28.12.00</ref>;;
601;"28.14";4;Fremstilling af andre haner og ventiler;;;;;;
602;"281400";5;Fremstilling af andre haner og ventiler;Branchen omfatter fremstilling af haner og ventiler - til erhvervsmæssig brug, til sanitet og til varmeanlæg.;"- Fremstilling af haner og ventiler til erhvervsmæssig brug, herunder reguleringsventiler og indstrømningsventiler
- Fremstilling af sanitetshaner og -ventiler
- Fremstilling af haner og ventiler til varmeanlæg";;"- Fremstilling af ventiler af uhærdet, vulkaniseret gummi, af glas eller af keramiske materialer, jf. <ref>22.19.00</ref>, <ref>23.19.00</ref> eller <ref>23.44.00</ref>
- Fremstilling af indsugnings- og udstødningsventiler til forbrændingsmotorer, jf.<ref>28.11</ref>
- Fremstilling af hydrauliske og pneumatiske ventiler og luftpræpareringsudstyr til brug i pneumatiske systemer, jf.<ref>28.12.00</ref>";;
603;"28.15";4;Fremstilling af lejer, tandhjul, tandhjulsudvekslinger og drivelementer;;;;;;
604;"281500";5;Fremstilling af lejer, tandhjul, tandhjulsudvekslinger og drivelementer;Branchen omfatter fremstilling af lejer, tandhjul, svinghjul, gearkasser, koblinger, rullekæder mv.;"- Fremstilling af kugle- og rullelejer samt dele hertil
- Fremstilling af mekanisk kraftoverføringsudstyr:
- Transmissionaksler og -krumtapper: kamaksler, krumtapaksler, krumtapper mv.
- Lejehuse og almindelige aksellejer
- Fremstilling af tandhjul, tandhjulsudvekslinger, gearkasser og andre hastighedsregulatorer
- Fremstilling af koblinger og akselkoblinger
- Fremstilling af svinghjul og remskiver
- Fremstilling af leddelt rullekæde
- Fremstilling af kraftoverføringskæder";;"- Fremstilling af andre kæder, jf.<ref>25.93.00</ref>
- Fremstilling af hydraulisk transmissionsudstyr, jf.<ref>28.12.00</ref>
- Fremstilling af hydrostatiske transmissioner, jf.<ref>28.12.00</ref>
- Fremstilling af (elektromagnetiske) koblinger, jf.<ref>29.31.00</ref>
- Fremstilling af delkomponenter til eltransmissionsudstyr, identificerbart som dele til køretøjer eller flyvemaskiner. jf. hovedgruppe <ref>29</ref> og <ref>30</ref>";;
605;"28.2";3;Fremstilling af øvrige maskiner til generelle formål;;;;;;
606;"28.21";4;Fremstilling af ovne, ildsteder og fyringsaggregater;;;;;;
607;"282100";5;Fremstilling af ovne, ildsteder og fyringsaggregater;Branchen omfatter fremstilling af permanente opvarmningskilder, fx brændeovn, varmepumper, varmeapparater.;"- Fremstilling af elektriske ovne og andre industri- og laboratorieovne, herunder forbrændingsovne og glasovne
- Fremstilling af fyringsaggregater
- Fremstilling af permanente elektriske varmeapparater og elektriske apparater til swimmingpool-opvarmning
- Fremstilling af permanente, ikke-elektriske varmeapparater til husholdningsbrug som fx solopvarmning, dampopvarmning, olieopvarmning og lignende ovne, brændeovne og varmeapparater
- Fremstilling af elektriske husholdningsovne (elektriske ovne med tvungen luftcirkulation, varmepumper mv.), ikke-elektriske husholdningsovne med tvungen luft
- Fremstilling af ikke-elektriske centralvarmeanlæg til husholdningsbrug
- Fremstilling af automatiske fyringsanlæg";- Fremstilling af automatiske stokere, kaminer, askeudledere mv.;"- Fremstilling af husholdningsovne, jf.<ref>27.51.00</ref>
- Fremstilling af landbrugstørremaskiner, jf.<ref>28.93.00</ref>
- Fremstilling af bageriovne, jf.<ref>28.93.00</ref>
- Fremstilling af tørremaskiner til træ, papirmasse, papir og pap, jf.<ref>28.99.00</ref>
- Fremstilling af steriliseringsapparater til medicinske og kirurgiske formål eller laboratorieformål, jf.<ref>32.50.00</ref>
- Fremstilling af (dentale) laboratorieovne, jf.<ref>32.50.00</ref>";;
608;"28.22";4;Fremstilling af løfte- og håndteringsudstyr;;;;;;
609;"282200";5;Fremstilling af løfte- og håndteringsudstyr;Branchen omfatter fremstilling af løfte-og håndteringsudstyr fx taljer, hejseværk, kraner, transportbånd, tov baner, elevatorer og rulletræpper, samt dele hertil.;"- Fremstilling af håndbetjente eller motordrevne løftemaskiner, håndteringsmaskiner eller maskiner til på- eller aflæsning:
- Taljer og hejseværk, spil, ankerspil og donkrafte
- Svingbomme, kraner, mobile portalkraner, portaltrucks mv.
- Motortrucks, uanset om de er udstyret med løfte- eller håndteringsudstyr, og uanset om de er selvkørende, af den type, der anvendes på fabrikker (herunder pakkevogne og trillebøre)
- Mekaniske manipulatorer og industrirobotter, der er specifikt beregnet til at løfte, håndtere, læsse eller aflæsse gods
- Fremstilling af transportbånd, tovbaner mv.
- Fremstilling af elevatorer og rulletrapper og rullebånd
- Fremstilling af dele, der er specialiseret til løfte- og håndteringsudstyr";;"- Fremstilling af industrirobotter til multipel anvendelse, jf.<ref>28.99.00</ref>
- Fremstilling af elevatorer med kontinuerlig funktion og transportbånd til underjordisk brug, jf.<ref>28.92.00</ref>
- Fremstilling af mekaniske skovle, gravemaskiner og gravemaskinelæssere, jf.<ref>28.92.00</ref>
- Fremstilling af flydekraner, jernbanekraner og kranvogne, jf.<ref>30.11.00</ref>og<ref>30.20.00</ref>
- Installation af løftevogne og elevatorer, jf.<ref>43.29.00</ref>";;
610;"28.23";4;Fremstilling af kontormaskiner og -udstyr (undtagen computere og ydre enheder);;;;;;
611;"282300";5;Fremstilling af kontormaskiner og -udstyr (undtagen computere og ydre enheder);Branchen omfatter fremstilling af kontorartikler og -udstyr, fx lommeregnere, hæftemaskiner, blyantspidsere, frankeringsmaskiner og kopimaskiner. Branchen omfatter ikke computere, jf 26.20.00;"- Fremstilling af kontormaskiner
- Fremstilling af regnemaskiner
- Fremstilling af adderingsmaskiner og kasseapparater
- Fremstilling af lommeregnere, elektroniske eller ikke-elektroniske
- Fremstilling af frankeringsmaskiner, brevsorteringsmaskiner (kuverterings-, forseglings- og adresseringsmaskiner; åbning, sortering, skanning), sorteringsmaskiner
- Fremstilling af skrivemaskiner
- Fremstilling af stenografimaskiner
- Fremstilling af kontorindbindingsudstyr (dvs. plast- eller tapeindbinding)
- Fremstilling af checkbeskyttere
- Fremstilling af mønttælle- og møntpakkemaskiner
- Fremstilling af blyantspidsere
- Fremstilling af hæftemaskiner og hæfteklammefjernere
- Fremstilling af stemmeautomater og billetautomater
- Fremstilling af tapeholdere
- Fremstilling af hulleapparater
- Fremstilling af kasseapparater, mekanisk drevne
- Fremstilling af fotokopieringsmaskiner
- Fremstilling af tonerpatroner
- Fremstilling af tavler, whiteboards og markeringstavler
- Fremstilling af diktermaskiner";;- Fremstilling af computere og ydre enheder til computere, jf.<ref>26.20.00</ref>;;
612;"28.24";4;Fremstilling af motordrevet håndværktøj;;;;;;
613;"282400";5;Fremstilling af motordrevet håndværktøj;Branchen omfatter fremstilling af motordrevet håndværktøj, fx kædesav, slibeværktøj, sømpistoler, rundsav, og boremaskiner.;"- Fremstilling af håndværktøj med isoleret elektrisk eller ikke-elektrisk motor eller pneumatisk drev som fx:
- Rundsave eller bajonetsave
- Boremaskiner og borehammere
- Håndholdte slibemaskiner
- Pneumatiske sømpistoler
- Kædesave
- Stødpuder
- Grundhøvle
- Slibeværktøj
- Hæftemaskiner
- Trykluftsnittehammere
- Høvlemaskiner
- Pladestansere og -niplere
- Trykluftsnøgler
- Strømaktiverede sømpistoler";;"- Fremstilling af udskifteligt værktøj til håndværktøj, jf.<ref>25.73.00</ref>
- Fremstilling af håndholdt elektrisk lodde- og svejseudstyr, jf.<ref>27.90.00</ref>";;
614;"28.25";4;Fremstilling af køle- og ventilationsanlæg (til industriel brug);;;;;;
615;"282500";5;Fremstilling af køle- og ventilationsanlæg (til industriel brug);Branchen omfatter fremstilling af køle- og fryseudstyr til industriel brug, airconditionanlæg, varmevekslere og ventilatorer. Branchen omfatter også fremstilling af køle- og fryseanlæg ved samling af større (indkøbte) komponenter Installation og reparation af airconditionanlæg hører til branche 43.22.00;"- Fremstilling af køle- og fryseudstyr til industriel brug, herunder samling af større komponenter
- Fremstilling af airconditionanlæg, også til motorkøretøjer
- Fremstilling af varmevekslere
- Fremstilling af maskiner til produktion af flydende gas og luft
- Fremstilling af ventilatorer til erhvervsmæssig brug";;"- Fremstilling af køle- og fryseudstyr til husholdningsbrug, jf.<ref>27.51.00</ref>
- Fremstilling af ventilatorer til husholdningsbrug, jf.<ref>27.51.00</ref>";;
616;"28.29";4;Fremstilling af andre maskiner til generelle formål i.a.n.;;;;;;
617;"282900";5;Fremstilling af andre maskiner til generelle formål i.a.n.;Branchen omfatter fremstilling af en bred vifte af maskiner og lign. Bl.a. vægte, målebånd og ikke-optiske præcisionsværktøjer (til maskinarbejde), emballeringsmaskiner, salgsautomater, valsemaskiner (dog ikke til glas eller metal) og destillationsanlæg.;"- Fremstilling af vægte (undtagen følsomme laboratorievægte):
- Husholdnings- og butiksvægte, brovægte, vægte til kontinuerlig vejning,
vognvægte mv.
- Fremstilling af filtrerings- og rensningsudstyr til væsker
- Fremstilling af udstyr til udskydning, spredning og udsprøjtning af væsker eller pulvere:
- Sprøjtepistoler, ildslukkere, sandstrålemaskiner, dampstrålemaskiner mv.
- Fremstilling af emballeringsmaskiner:
- Maskiner til påfyldning, lukning, forsegling, kapsling, etikettering mv.
- Fremstilling af maskiner til rengøring eller tørring af flasker og til tilsætning af kulsyre til drikkevarer
- Fremstilling af destillations- og rektificeringsanlæg til olieraffinaderier, kemikalieindustrien, drikkevareindustrien mv.
- Fremstilling af gasgeneratorer
- Fremstilling af kalandere og andre valsemaskiner og valser hertil (undtagen til metal og glas)
- Fremstilling af centrifuger (undtagen mælkecentrifuger og tørretumblere)
- Fremstilling af pakninger o.l. fremstillet af en blanding af materialer eller flere lag af samme materiale
- Fremstilling af salgsautomater
- Fremstilling af dele til maskiner til generelle formål
- Fremstilling af loftsventilatorer (gavlventilatorer, tagventilatorer mv.)
- Fremstilling af vaterpasser, målebånd og lignende håndværktøj, præcisionsværktøjer (undtagen optiske) til maskinarbejde
- Fremstilling af ikke-elektrisk svejsnings- og loddeudstyr
- Fremstilling af køletårne og lignende direkte afkøling ved hjælp af recirkuleret vand";;"- Fremstilling af følsomme (laboratorie-) vægte, jf.<ref>26.51.00</ref>
- Fremstilling af køle- og fryseudstyr til husholdningsbrug, jf.<ref>27.51.00</ref>
- Fremstilling af ventilatorer til husholdningsbrug, jf.<ref>27.51.00</ref>
- Fremstilling af elektrosvejsnings- og loddeudstyr, jf.<ref>27.90.00</ref>
- Fremstilling af landbrugssprøjtemaskiner, jf.<ref>28.30.00</ref>
- Fremstilling af metal- eller glasvalsemaskiner og valser hertil, jf.<ref>28.91.00</ref>og<ref>28.99.00</ref>
- Fremstilling af landbrugstørremaskiner, maskiner til filtrering eller rensning af fødevarer, jf.<ref>28.93.00</ref>
- Fremstilling af mælkecentrifuger, jf.<ref>28.93.00</ref>
- Fremstilling af tørretumblere til erhvervsmæssig brug, jf.<ref>28.94.00</ref>
- Fremstilling af maskiner til stoftryk, jf.<ref>28.94.00</ref>";;
